id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1663137056913889792;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.003591451793909073;-0.0005625189514830709;4.253601946402341e-05;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.26987800002098083;False;0.0;0.0;-0.0;99862.59375;1013.25
1;1663137056922889984;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.002589412033557892;-0.0012689577415585518;-0.0020814004819840193;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.26987800002098083;False;2.0;3.0;-3.1353399753570557;99862.59375;1013.25
2;1663137056934890240;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.004094465170055628;-0.001661862013861537;-0.0005239119636826217;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;2.9076313972473145;False;2.0000016689300537;3.002000093460083;-3.1570498943328857;99825.3671875;1013.25
3;1663137056943890432;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0002713256108108908;-0.0009685433469712734;-0.002694009803235531;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;2.9076313972473145;False;2.0000016689300537;3.002000093460083;-3.1570498943328857;99825.3671875;1013.25
4;1663137056952890624;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.0012943429173901677;0.002652243711054325;-0.0033212092239409685;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.2221858501434326;False;2.0000178813934326;3.00600004196167;-3.198584794998169;99828.578125;1013.25
5;1663137056961890816;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0007448965334333479;0.0008588028140366077;0.0027576216962188482;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.2221858501434326;False;2.0000319480895996;3.007999897003174;-3.2152199745178223;99828.578125;1013.25
6;1663137056970891008;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.0006613925797864795;0.0014159635175019503;0.00033355416962876916;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.2221858501434326;False;2.0000500679016113;3.0099995136260986;-3.237125873565674;99828.578125;1013.25
7;1663137056979891200;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00014906341675668955;-0.0006037309649400413;-0.0017982450081035495;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.2267098426818848;False;2.0000720024108887;3.0119993686676025;-3.258864402770996;99827.1328125;1013.25
8;1663137056988891392;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0016276170499622822;-0.00035631455830298364;5.606689228443429e-05;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.2267098426818848;False;2.0000979900360107;3.0139992237091064;-3.2719905376434326;99827.1328125;1013.25
9;1663137056997891584;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.0021989471279084682;-0.0001547517313156277;-0.00045687638339586556;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;3.6800153255462646;False;2.0001280307769775;3.0159993171691895;-3.2909927368164062;99832.421875;1013.25
