id;cam_x[m];cam_y[m];cam_z[m];cam_or_x[rad];cam_or_y[rad];cam_or_z[rad];cam_or_q_x;cam_or_q_y;cam_or_q_z;cam_or_q_w;fov;projection_matrix;width;height;fps
0;7.629394076502649e-07;1.1299999952316284;-0.9613817930221558;0.0;0.0;1.5707956182169394;-0.0;0.0;0.7071065306663513;0.7071070671081543;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
1;-5.230964660644531;-2.7990307807922363;-1.2693732976913452;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
2;-5.305776119232178;-2.7990307807922363;-1.266168236732483;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
3;-5.3652215003967285;-2.7990307807922363;-1.2699999809265137;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
4;-5.424075603485107;-2.7990307807922363;-1.2660387754440308;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
5;-5.482126235961914;-2.7990307807922363;-1.260183572769165;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
6;-5.53916597366333;-2.7990307807922363;-1.2699999809265137;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
7;-5.581157684326172;-2.7990307807922363;-1.249846339225769;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
8;-5.649392127990723;-2.7990307807922363;-1.2543518543243408;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
9;-5.702182292938232;-2.7990307807922363;-1.2522776126861572;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;110;[[0.0, 0.7002075910568237, 0.0, 0.0], [0.0, 0.0, -1.2448135614395142, 0.0], [0.0, 0.0, 0.0, 10.0], [-1.0, 0.0, 0.0, 0.0]];1920;1080;25
