id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1660323381189419520;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0036364742554724216;-0.0017162018921226263;8.53837191243656e-05;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.01718469336628914;False;-8.075280888419911e-09;2.018825773220101e-09;0.016129817813634872;99866.53125;1013.25
1;1660323381201419776;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-6.475381087511778e-05;0.0007729764911346138;-0.0007680856506340206;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.01718469336628914;False;-2.0;-2.0;-0.2924099564552307;99866.53125;1013.25
2;1660323381213420032;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0007093655876815319;0.002085108542814851;0.0016351438825950027;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.400076299905777;False;-1.9850006103515625;-2.0;-0.29248830676078796;99863.921875;1013.25
3;1660323381225420288;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0006794524961151183;0.0006512532127089798;0.0014382540248334408;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.400076299905777;False;-1.9700045585632324;-2.0;-0.2918616533279419;99863.921875;1013.25
4;1660323381234420480;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-2.9286626158864237e-05;0.0009051569504663348;0.0017811793368309736;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.451978862285614;False;-1.9700045585632324;-2.0;-0.2918616533279419;99864.625;1013.25
5;1660323381243420672;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00028995811589993536;0.0005872356705367565;-0.0005274954019114375;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.451978862285614;False;-1.9400359392166138;-2.0;-0.2900612950325012;99864.625;1013.25
6;1660323381252420864;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0005403727991506457;0.0016472715651616454;0.0014782611979171634;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.0037308931350708008;False;-1.9250702857971191;-2.0;-0.29107949137687683;99858.6015625;1013.25
7;1660323381261421056;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.002724496414884925;0.0005847307620570064;0.003102389629930258;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.0037308931350708008;False;-1.9101214408874512;-2.0;-0.2891242802143097;99858.6015625;1013.25
8;1660323381270421248;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.002814487786963582;-0.003099853405728936;-0.0002576152910478413;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.20008881390094757;False;-1.8951928615570068;-2.0;-0.28865665197372437;99861.296875;1013.25
9;1660323381282421504;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00010911027493420988;-0.0023284724447876215;-4.1936305024137255e-06;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.20008881390094757;False;-1.880287766456604;-2.0;-0.28818973898887634;99861.296875;1013.25
10;1660323381291421696;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0012453647796064615;-0.0025025676004588604;-0.000807402771897614;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.13243798911571503;False;-1.8654096126556396;-2.0;-0.2875683903694153;99860.46875;1013.25
11;1660323381303421952;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.0012761022662743926;-0.00044762471225112677;0.0010476548923179507;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.13243798911571503;False;-1.8505617380142212;-2.0;-0.28710344433784485;99860.46875;1013.25
12;1660323381312422144;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.000854599114973098;0.0004977136850357056;0.00033145752968266606;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.2444373369216919;False;-1.8357475996017456;-2.0;-0.29248830676078796;99862.0;1013.25
13;1660323381321422336;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0028609472792595625;-0.0008940242696553469;-0.000549674965441227;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.2444373369216919;False;-1.8209704160690308;-2.0;-0.2860225737094879;99862.0;1013.25
14;1660323381333422592;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0005179038853384554;0.0020327067468315363;0.0011074531357735395;0.0;0.0;-0.7853980942716289;0.0;-0.0;-0.3826833963394165;0.9238795638084412;0.2857497036457062;False;-1.806233286857605;-2.0;-0.285561203956604;99862.625;1013.25
